brand,model,price,description,category,country,source,sourceType,url
Caira,LD6243,"5,799.00Â EGP",Caira 43 Inch Smart Full HD TV - LD6243,Televisions, Egypt,Carrefour Egypt,online,https://www.carrefouregypt.com/mafegy/en/electronics/tvs/led-tvs/led-tv-37-to-43-/led-tv-43-caira-lds6243-smart/p/486939
Tornado,43EL7140E/30E,"5,649.00Â EGP",Tornado 43 Inch Full HD TV - 43EL7140E/30E,Televisions, Egypt,Carrefour Egypt,online,https://www.carrefouregypt.com/mafegy/en/electronics/tvs/led-tvs/led-tv-37-to-43-/led-43-tornado-43el7140e-30e/p/480644
JAC,143ASS,"5,149.00Â EGP",JAC 43 Inch Smart Full HD TV - 143ASS,Televisions, Egypt,Carrefour Egypt,online,https://www.carrefouregypt.com/mafegy/en/electronics/tvs/led-tvs/led-tv-37-to-43-/led-43-jac-143ass-smart/p/450569
Caira,CA-LD6143,"4,999.00Â EGP",Caira 43 Inch Full HD TV - CA-LD6143,Televisions, Egypt,Carrefour Egypt,online,https://www.carrefouregypt.com/mafegy/en/electronics/tvs/led-tvs/led-tv-37-to-43-/led-tv-43-caira-ca-ld6143/p/464081
LED,43UR44,"4,999.00Â EGP",LED 43 UNIONAIRE ML43UR44,Televisions, Egypt,Carrefour Egypt,online,https://www.carrefouregypt.com/mafegy/en/electronics/tvs/led-tvs/led-tv-37-to-43-/led-43-unionaire-ml43ur44/p/490176
Nokia,NK-43F1,"4,949.00Â EGP",Nokia Egypt 43 Inch Full HD TV - NK-43F1,Televisions, Egypt,Carrefour Egypt,online,https://www.carrefouregypt.com/mafegy/en/electronics/tvs/led-tvs/led-tv-37-to-43-/led-43-nokia-egypt-nk-43f1/p/444606
JAC,43BT/AS,"4,679.00Â EGP",JAC 43 Inch Full HD TV - 43BT/AS,Televisions, Egypt,Carrefour Egypt,online,https://www.carrefouregypt.com/mafegy/en/electronics/tvs/led-tvs/led-tv-37-to-43-/led-43-jac-43bt-as/p/441880
LED,CA-LD6340,"4,599.00Â EGP",LED TV 40 CAIRA CA-LD6340,Televisions, Egypt,Carrefour Egypt,online,https://www.carrefouregypt.com/mafegy/en/electronics/tvs/led-tvs/led-tv-37-to-43-/led-tv-40-caira-ca-ld6340/p/488852
Toshiba,32L5750EA,"3,999.00Â EGP",Toshiba 32 Inch Smart HD TV - 32L5750EA,Televisions, Egypt,Carrefour Egypt,online,https://www.carrefouregypt.com/mafegy/en/electronics/tvs/led-tvs/led-tv-32/led-tv-32-toshiba-32l5750ea-smart/p/477942
JAC,40E,"3,949.00Â EGP",JAC 40 Inch HD TV - 40E,Televisions, Egypt,Carrefour Egypt,online,https://www.carrefouregypt.com/mafegy/en/electronics/tvs/led-tvs/led-tv-37-to-43-/led-40-jac-40e/p/480121
JAC,40AS-E,"3,949.00Â EGP",JAC 40 Inch Full HD TV - 40AS-E,Televisions, Egypt,Carrefour Egypt,online,https://www.carrefouregypt.com/mafegy/en/electronics/tvs/led-tvs/led-tv-37-to-43-/led-40-jac-40-as-e/p/486868
Toshiba,32L5780EA,"3,849.00Â EGP",Toshiba 32 Inch Smart HD TV - 32L5780EA,Televisions, Egypt,Carrefour Egypt,online,https://www.carrefouregypt.com/mafegy/en/electronics/tvs/led-tvs/led-tv-32/led-tv-32-toshiba-32l5780ea-smart/p/486100
LG,32LJ520U,"3,799.00Â EGP",LG 32 Inch HD With Built in Receiver TV - 32LJ520U,Televisions, Egypt,Carrefour Egypt,online,https://www.carrefouregypt.com/mafegy/en/electronics/tvs/led-tvs/led-tv-32/led-tv-32-lg-32lj520u-rcvr/p/471717
Samsung,UA32K4000,"3,499.00Â EGP",Samsung 32 Inch HD TV - UA32K4000,Televisions, Egypt,Carrefour Egypt,online,https://www.carrefouregypt.com/mafegy/en/electronics/tvs/led-tvs/led-tv-32/led-tv-32-samsung-ua32k4000/p/455950
Philips,32PHA4100,"3,399.00Â EGP",Philips 32 Inch HD TV - 32PHA4100,Televisions, Egypt,Carrefour Egypt,online,https://www.carrefouregypt.com/mafegy/en/electronics/tvs/led-tvs/led-tv-32/led-tv-32-philips-32pha4100/p/472032
Toshiba,32L2610EA,"3,349.00Â EGP",Toshiba 32 Inch HD TV - 32L2610EA,Televisions, Egypt,Carrefour Egypt,online,https://www.carrefouregypt.com/mafegy/en/electronics/tvs/led-tvs/led-tv-32/led-tv-32-toshiba-32l2610ea/p/479998
Toshiba,32L2700EA,"3,299.00Â EGP",Toshiba 32 Inch HD TV - 32L2700EA,Televisions, Egypt,Carrefour Egypt,online,https://www.carrefouregypt.com/mafegy/en/electronics/tvs/led-tvs/led-tv-32/led-tv-32-toshiba-32l2700ea/p/474119
Caira,LD6232,"3,199.00Â EGP",Caira 32 Inch HD TV - LD6232,Televisions, Egypt,Carrefour Egypt,online,https://www.carrefouregypt.com/mafegy/en/electronics/tvs/led-tvs/led-tv-32/led-tv-32-caira-ld6232/p/486937
Tornado,32EL7240E/30E,"3,149.00Â EGP",Tornado 32 Inch HD TV - 32EL7240E/30E,Televisions, Egypt,Carrefour Egypt,online,https://www.carrefouregypt.com/mafegy/en/electronics/tvs/led-tvs/led-tv-32/led-tv-32-tornado-32el7240e-30e/p/480643
Unionaire         32UN-56PB816,,"2,799.00Â EGP",Unionaire 32 Inch HD TV - 32UN-56PB816,Televisions, Egypt,Carrefour Egypt,online,https://www.carrefouregypt.com/mafegy/en/electronics/tvs/led-tvs/led-tv-32/led-tv-32-unionaire-32un-56pb816/p/474154
Nokia,,"2,749.00Â EGP",Nokia Egypt 32 Inch HD TV,Televisions, Egypt,Carrefour Egypt,online,https://www.carrefouregypt.com/mafegy/en/electronics/tvs/led-tvs/led-tv-32/led-32-nokia-egypt/p/376529
JAC,E/AS,"2,549.00Â EGP",JAC 32 Inch HD TV - E/AS,Televisions, Egypt,Carrefour Egypt,online,https://www.carrefouregypt.com/mafegy/en/electronics/tvs/led-tvs/led-tv-32/led-32-jac-e-as/p/376277
Alcatel,Pixi 3,"2,599.00Â EGP","Alcatel Pixi 3 Tablet, 10.1 Inch, 8GB, 1GB RAM, 3G - Black",Android Tablets, Egypt,Carrefour Egypt,online,https://www.carrefouregypt.com/mafegy/en/smartphones-tablets/tablets/tablet-pc/tab-pixi3-1g-16-10-alcatel/p/477536
Lenovo,TB3-730,"2,299.00Â EGP","Lenovo Tab 3 TB3-730 Dual Sim, 7 Inch, 16GB, 1GB RAM, 4G LTE - Slate Black",Android Tablets, Egypt,Carrefour Egypt,online,https://www.carrefouregypt.com/mafegy/en/smartphones-tablets/tablets/tablet-pc/tab3-730-qc1-0gz-1g-16-4gvd7-lenovo/p/453753
IQ&T,G704,"1,199.00Â EGP","IQ&T G704 Tablet, 7 inch, 8GB, 1GB RAM, 3G - Black",Android Tablets, Egypt,Carrefour Egypt,online,https://www.carrefouregypt.com/mafegy/en/smartphones-tablets/tablets/tablet-pc/tab-g704-dc-1g-8-3g-7-iq-t/p/471038
Alcatel,9003X,"1,355.00Â EGP","Alcatel 9003X Pixi 4 Tablet - 7 Inch, 16 GB, 3G, BLACK",Android Tablets, Egypt,Carrefour Egypt,online,https://www.carrefouregypt.com/mafegy/en/smartphones-tablets/tablets/tablet-pc/tab-pixi4-1g-16-blk-7-alcatel/p/477534
Huawei,T3,"1,999.00Â EGP","Huawei MediaPad T3, 7 Inch, 16GB, 1GB RAM, 3G - Space Grey",Android Tablets, Egypt,Carrefour Egypt,online,https://www.carrefouregypt.com/mafegy/en/smartphones-tablets/tablets/tablet-pc/tab-mpad-t3-1g-16-3g-7-huawei/p/479280
Lenovo,TB-7304,"1,699.00Â EGP","Lenovo Tab 7 TB-7304, 7 inch, 16GB, 1GB RAM, 3G - Black",Android Tablets, Egypt,Carrefour Egypt,online,https://www.carrefouregypt.com/mafegy/en/smartphones-tablets/tablets/tablet-pc/tab-7304-qc-1g-16-3gv-7-lenovo/p/480541
Alcatel,9003X,"1,355.00Â EGP","Alcatel 9003X Pixi 4 Tablet - 7 Inch, 16 GB, 3G, WHITE",Android Tablets, Egypt,Carrefour Egypt,online,https://www.carrefouregypt.com/mafegy/en/smartphones-tablets/tablets/tablet-pc/tab-pixi4-1g-16-wht-7-alcatel/p/477533
Gamma,,"1,399.00Â EGP","Gamma Tab Edu 7, 7 inch, 8GB, 1GB RAM, 3G - White",Android Tablets, Egypt,Carrefour Egypt,online,https://www.carrefouregypt.com/mafegy/en/smartphones-tablets/tablets/tablet-pc/tab-edu-7-dual-sim-gamma/p/480937
